"V1";"V2";"V3";"V4";"V5"
"1";0.842353251296968;0.861285207556966;0.848997091381453;0.864747465076412;0.860434158538091
"2";0.842353251296968;0.861285207556966;0.848997091381453;0.864747465076413;0.860434158538091
"3";0.617414382428538;0.637713476646718;0.654449980098806;0.650847621308632;0.625613372901876
"4";0.587621168734755;0.630217694298799;0.642362944252334;0.65455518264507;0.612553307830989
"5";0.539772235274415;0.563220157540161;0.554102457760367;0.539185051056524;0.556226675169997
"6";0.567724214418339;0.582248175542519;0.581854543306156;0.6093789200593;0.572749569136948
"7";0.633255988551965;0.554395232564865;0.564821417369608;0.539004085056717;0.628727710316158
"8";0.440018766127141;0.621620485059791;0.494698251551043;0.5368492224476;0.488447935992579
"9";0.485640539506314;0.494549950515842;0.491635122701729;0.464869036168833;0.508308980260547
"10";0.505739011110619;0.509493070939282;0.500207718731057;0.517779800111139;0.490616424666223
"11";0.495142980105386;0.502085659672184;0.523146948711386;0.480403449519445;0.511960441053512
"12";0.5154310333122;0.495588352662951;0.505078596477889;0.494401237182202;0.513275603600742
"13";0.491107610559571;0.499246012623412;0.495974881828615;0.471249865296886;0.534908360305186
"14";0.489506772799077;0.487795838254291;0.471976445281083;0.485521620828989;0.507207930895878
"15";0.502444844985946;0.496081819630488;0.508465160644594;0.497405767559734;0.503663765649097
"16";0.484865617363164;0.502624076373989;0.491436819609417;0.476988139847666;0.510416247224974
"17";0.519455488149357;0.50972360639111;0.506360849695594;0.528777277819672;0.49239456757944
"18";0.492408630654318;0.50639635269078;0.500037615865877;0.472866519174041;0.493536872484241
"19";0.47084141021765;0.491567211347201;0.491367384346068;0.470758091171184;0.479955291161691
"20";0.318723857786358;0.344535118283514;0.493484933909666;0.498478701825558;0.499189627228525
"21";0.511052554752636;0.50940551135141;0.511018353023236;0.48555982614318;0.458062604466209
"22";0.685097680957286;0.707131453684992;0.632066876155824;0.618040099940061;0.69915044949762
"23";0.556959026888604;0.590537812041116;0.862946344608936;0.282674772036474;0.686986672865334
"24";0.702041242711262;0.711622353690978;0.638996017403716;0.625742085306517;0.706160520388724
"25";0.484435843302838;0.457282592083142;0.499529986839632;0.882216959855661;0.998610789534614
"26";0.907055975514835;0.843130108941841;0.887268686098939;0.49763353617309;0.903186783645739
"27";0.608330987897551;0.748991658263819;0.499342228904341;0.497467071935157;0
"28";0.66855873788727;0.628931083491539;0.642448319608116;0.613037159036477;0.678651574667886
"29";0.666600816720318;0.629794891612004;0.645301046681126;0.619987621061653;0.677720989891434
"30";0.690400044525504;0.696838273165707;0.617218186709712;0.699875325852885;0.77681409851682
"31";0.8078984443456;0.807922581953522;0.835186363129115;0.761913596210137;0.841962634539887
"32";0.791812584536754;0.8111327607562;0.821367968952975;0.749192636436802;0.831496932056271
"33";0.725411377527033;0.604088318374033;0.600337144532395;0.720765582655826;0.566844754161827
"34";0.710219163228859;0.70281443912058;0.728305125731274;0.673752602593802;0.717271727172717
"35";0.686997152950322;0.706151787289759;0.688961153140637;0.692591277658161;0.658185947101256
"36";0.656149334026407;0.631774233032653;0.622354984735235;0.583159479754017;0.584406361838977
"37";0.582999197387202;0.585635143082151;0.57944838715081;0.567203215766822;0.560573412024457
"38";0.714611102372602;0.729621624042986;0.723556368330465;0.718834613573489;0.704637218643701
"39";0.707870143385905;0.70365094712374;0.69764077931179;0.686727824091007;0.699704332761948
"40";0.58491415705038;0.584437207595633;0.697386850632382;0.998309097057829;0.500926354793886
"41";0.636581794835659;0.640763359293514;0.652809952456642;0.6668551490426;0.644772218107418
"42";0.64161571459805;0.675522156614264;0.668200754425842;0.702013295458103;0.658584914554137
"43";0.652856967717359;0.638507147534307;0.644540019091794;0.671863421463513;0.661228814859045
"44";0.599719763936596;0.58939173434049;0.630118663831539;0.611322821237344;0.598182108811904
"45";0.751167954258925;0.774725229133772;0.745473588908318;0.739033702728558;0.74122565133231
"46";0.336652592071311;0.307283131661401;0.709042152803914;0.997802569303583;0.505984093892364
"47";0.723571156038761;0.75824101335707;0.707476508270566;0.739102101279689;0.724878134847689
"48";0.725102456252577;0.755819217774424;0.703351815094359;0.734591585168737;0.722030003602491
"49";0.623979878992543;0.805777166437414;0.996157876353475;0.998817167962149;0.747799907364521
"50";0.717387225529986;0.747674273656702;0.754837067975973;0.771194119399696;0.749022359377269
"51";0.718018230531918;0.748173209599598;0.754039140729744;0.770248792369412;0.748876619805294
"52";0.695485719654265;0.800213184817977;0.940191837502351;0.761079161028417;0.685444650301065
"53";0.676681388815743;0.684623239951899;0.716213500189609;0.659437185278736;0.665481892523364
"54";0.70911733615222;0.626232868330886;0.687344934380507;0.573351369631383;0.769364564007421
"55";0.811926554994288;0.806526407888053;0.811896926648903;0.842226054919399;0.804976086139978
"56";0.635040361699935;0.625371284603085;0.593586875777366;0.537911372938699;0.60288889028785
"57";0.61746173630813;0.611830857729592;0.625557581462796;0.614775739041794;0.611637717241858
"58";0.538937247727187;0.565481423037478;0.572997629179425;0.523826598111732;0.544340536949832
"59";0.571149717257855;0.593819163516133;0.587685996645377;0.56675418180061;0.591736850646258
"60";0.605447661195056;0.632285396349002;0.625775490332452;0.612082927053821;0.577559100707249
"61";0.664735305535268;0.606488626370183;0.642561737223494;0.540753575089072;0.635997202324325
"62";0.799085280045032;0.642857142857143;0.999811959383227;0.878000338066261;0.748494673459935
"63";0.678826927421177;0.645070860006739;0.605293894577171;0.695562770562771;0.655170346624935
"64";0.704489130114047;0.742789754960776;0.766764932395177;0.749444852578675;0.760635903177363
"65";0.704719974980108;0.742328558637813;0.767607519136389;0.748847290019607;0.762216506696035
"66";0.914997887621462;0.888160174483785;0.873330511662904;0.999729455529253;0.396533086248166
"67";0.715034761524759;0.741688029073249;0.718209240667719;0.691332616554211;0.705696476288944
"68";0.71682780652453;0.739485380228795;0.712465357581741;0.683194905869325;0.702104072574389
"69";0.453758445945946;0.919668072620576;0.852215011286682;0.8;0.532422417786012
"70";0.849866059400404;0.871743397375122;0.852547259650163;0.846093184910134;0.849172608877423
"71";0.849969550043333;0.870827911218744;0.848746513370322;0.846391841467846;0.848877549551751
"72";0.499595241447276;0.736218356297277;0.928101238614686;0.748815967523681;0.502085747392816
"73";0.830346821567646;0.870338131037422;0.853891247056369;0.860606725217985;0.853638453867581
"74";0.829120595804266;0.87016464314171;0.850958484573503;0.859099627017376;0.85405253362598
"75";0.638057862874842;0.779599644253709;0.999529810043257;0.885864051403449;0.829355885078777
"76";0.83765962665771;0.841524360389453;0.835023807517826;0.827987890616597;0.830862120680303
"77";0.834154421642443;0.840906246661321;0.835343550172159;0.823081242611323;0.830813092070821
"78";0.637706689214581;0.780181967051117;0.00861119320777022;0.713270485859318;0.630673923112552
